1 -471000000.0 99.0 0 -693000000.0 112000000.0 4980000000.0 42.0 11778000000.0 -0.19639871119050542
1 -1286000000.0 32.0 285000000.0 9000000.0 -438000000.0 311000000.0 4.0 8106000000.0 -0.30850130701420386
1 -152000000.0 25.0 964000000.0 -19000000.0 6000000.0 324000000.0 4.0 7467000000.0 -0.3280093567776416
1 -5272000000.0 64.0 986000000.0 819000000.0 -588000000.0 -7829000000.0 63.0 12480000000.0 -0.1749673325771513
1 -148000000.0 21.0 1015000000.0 0 -80000000.0 334000000.0 7.0 5083000000.0 -0.40079056278082703
1 -166033000.0 33.0 863737000.0 0 -122301000.0 775235000.0 10.0 7752728000.0 -0.31928635827559537
1 -681983000.0 0 0 -862719000.0 -116746000.0 922233000.0 59.0 1563210000.0 -0.5082463350450688
1 -147011000.0 118.0 0 173472000.0 437723000.0 475157000.0 16.0 3024295000.0 -0.4636408281771307
1 -310317000.0 101.0 1641424000.0 -5246000.0 178537000.0 492586000.0 4.0 12574299000.0 -0.17208847563717883
1 -1303700000.0 44.0 1306400000.0 60900000.0 -178300000.0 2757400000.0 14.0 19162700000.0 0.029049011951996176
1 -91900000.0 0 0 -115700000.0 -590300000.0 731300000.0 17.0 4311700000.0 -0.4243376031290892
1 -4667000.0 0 0 -507004000.0 -22403000.0 529324000.0 15.0 3589516000.0 -0.4463851796711213
1 -259974000.0 31.0 585907000.0 -603438000.0 -184471000.0 752207000.0 13.0 5995402000.0 -0.37293581533128073
1 -983000000.0 30.0 2464000000.0 -8000000.0 -685000000.0 307000000.0 2.0 16443000000.0 -0.05398078920860095
1 -553000000.0 91.0 0 -239000000.0 -215000000.0 5438000000.0 43.0 12702000000.0 -0.1681898880583983
1 -129641000.0 0 0 -1085377000.0 146838000.0 631290000.0 21.0 3036584000.0 -0.46326565693527955
1 -670000000.0 62.0 1928000000.0 50000000.0 50000000.0 1280000000.0 8.0 16148000000.0 -0.06298685287090788
1 -146818000.0 6.0 0 146480000.0 -126442000.0 400042000.0 23.0 1746726000.0 -0.5026437696923504
1 -6000000.0 0 0 -303000000.0 49000000.0 421000000.0 10.0 4111000000.0 -0.4304647793223943
1 -370112000.0 0 0 -1158000.0 -40976000.0 164535000.0 24.0 686090000.0 -0.5350239572806031
1 -3369000000.0 10.0 430000000.0 -324000000.0 -116000000.0 1193000000.0 8.0 14070000000.0 -0.12642617588878516
1 -206500000.0 43.0 945500000.0 0 26700000.0 544200000.0 9.0 5897700000.0 -0.37591856255817807
1 -35535000.0 175.0 413581000.0 16350000.0 124216000.0 302789000.0 16.0 1924400000.0 -0.4972195549291751
1 -333006000.0 138.0 128861000.0 -87771000.0 113111000.0 338126000.0 12.0 2819557000.0 -0.46989128059100665
1 -1662728000.0 0 0 -501443000.0 -42138000.0 477001000.0 17.0 2772550000.0 -0.47132635867430855
1 -505507000.0 324.0 0 3875841000.0 1105388000.0 3945479000.0 79.0 4986566000.0 -0.40373459919849114
1 -105400000.0 0 0 -864600000.0 -39300000.0 894400000.0 9.0 10515400000.0 -0.23494466366517908
1 -26583000.0 98.0 19026000.0 -112633000.0 -19095000.0 277314000.0 19.0 1481314000.0 -0.5107465404338426
1 -303000000.0 87.0 0 -734000000.0 -833000000.0 878000000.0 22.0 3956000000.0 -0.4351967788737759
1 -52480000.0 23.0 0 19456000.0 -654720000.0 606828000.0 20.0 3018227000.0 -0.46382607832731
