1 -4361000000.0 13.0 361000000.0 -976000000.0 191000000.0 1582000000.0 13.0 11966000000.0 -0.19065925367012
1 -37669000.0 471.0 91310000.0 542564000.0 30673000.0 459961000.0 33.0 1388386000.0 -0.5135835420745574
1 -2224000000.0 13.0 14760000000.0 256000000.0 912000000.0 5317000000.0 3.0 177526000000.0 4.8637268477927105
1 -685000000.0 29.0 2439000000.0 -2496000000.0 -238000000.0 843000000.0 2.0 40633000000.0 0.6845164311005671
1 -1672000000.0 10.0 626000000.0 -136000000.0 -31000000.0 564000000.0 9.0 6399000000.0 -0.36061436013812903
1 -82116000.0 5.0 1327796000.0 3250000.0 -99142000.0 466077000.0 4.0 10371390000.0 -0.23934114918385305
1 -230000000.0 197.0 0 -309800000.0 -123800000.0 439800000.0 9.0 4669100000.0 -0.41342652803448415
1 -1984000000.0 27.0 11045000000.0 510000000.0 2714000000.0 4592000000.0 4.0 126761000000.0 3.3139206721418253
1 -527000000.0 0 0 660000000.0 -183000000.0 1476000000.0 5.0 32380000000.0 0.4325603517615194
1 -6077000000.0 25.0 1603000000.0 -62000000.0 269000000.0 1603000000.0 6.0 27429000000.0 0.2814111273815818
1 -64200000.0 212.0 0 64900000.0 240800000.0 228800000.0 10.0 2273900000.0 -0.48654965916654364
1 -973000000.0 27.0 229000000.0 0 159000000.0 1293000000.0 10.0 13105000000.0 -0.1558866892248061
1 -1493000000.0 56.0 3706000000.0 754000000.0 -684000000.0 4956000000.0 16.0 31821000000.0 0.4154946243471819
1 -4491000000.0 1024.0 0 -7186000000.0 3996000000.0 10188000000.0 37.0 27638000000.0 0.28779169451860603
1 -257549000.0 199.0 505088000.0 -125638000.0 156982000.0 395964000.0 12.0 3391187000.0 -0.4524399715358049
1 -391000000.0 96.0 1042000000.0 -285000000.0 -297000000.0 702000000.0 9.0 7620000000.0 -0.32333841528498747
1 -1144449000.0 0 0 -189332000.0 -781230000.0 289650000.0 16.0 1847186000.0 -0.49957682340246784
1 -2928000000.0 27.0 8614000000.0 460000000.0 708000000.0 -67000000.0 0 38537000000.0 0.6205275855541423
1 -133000000.0 0 0 -392000000.0 -281000000.0 1562000000.0 13.0 12200000000.0 -0.18351546079900194
1 -5325000000.0 16.0 0 0 1530000000.0 3522000000.0 12.0 29003000000.0 0.3294638196001279
1 -76277000.0 102.0 535223000.0 -20044000.0 413291000.0 438248000.0 15.0 2942897000.0 -0.46612583010928144
1 -3590344000.0 35.0 294195000.0 -259239000.0 -197161000.0 1123473000.0 21.0 5312686000.0 -0.39377847214238426
1 -1362700000.0 11.0 706000000.0 2000000.0 -113800000.0 991700000.0 9.0 10439000000.0 -0.23727708150856974
1 -102700000.0 257.0 339900000.0 119600000.0 64600000.0 494900000.0 20.0 2493700000.0 -0.4798393785123909
1 -2406000000.0 67.0 3100000000.0 -4814000000.0 -1456000000.0 7098000000.0 15.0 45998000000.0 0.8483046736370982
1 -587000000.0 50.0 868000000.0 1000000.0 -1354000000.0 248000000.0 2.0 11160000000.0 -0.21526565133730433
1 -548000000.0 34.0 1657000000.0 1283000000.0 -4120000000.0 1960000000.0 11.0 17621000000.0 -0.018017592618100743
1 -1168000000.0 60.0 2816000000.0 -16000000.0 715000000.0 629000000.0 3.0 19540000000.0 0.040567614730939915
1 -320000000.0 0 0 20000000.0 188000000.0 1176000000.0 10.0 11924000000.0 -0.19194147290339758
1 -1564000000.0 12.0 778000000.0 -385000000.0 39000000.0 537000000.0 8.0 6456000000.0 -0.35887420546439514
1 -743000000.0 55.0 0 0 61000000.0 -422000000.0 7.0 6376000000.0 -0.3613165278134953
1 -803000000.0 47.0 1531000000.0 -6000000.0 -91000000.0 734000000.0 6.0 12540000000.0 -0.17313559081532617
1 -22599000.0 0 7736600000.0 146221000.0 311309000.0 638916000.0 8.0 7779812000.0 -0.3184595100443075
1 -569000000.0 59.0 5891000000.0 0 -216000000.0 2491000000.0 14.0 17194000000.0 -0.031053488156422972
